EPOCH                                                       B_R                             B_T                             B_N
dd-mm-yyyy hh:mm:ss.mil.mic.nan                              nT                              nT                              nT
18-04-2024 20:36:30.000.003.576                         9.04981                        -22.8072                         2.49309
18-04-2024 20:37:29.999.999.999                         9.23877                        -22.0633                         4.66352
18-04-2024 20:38:29.999.996.423                         13.1194                        -17.5888                        -10.6316
18-04-2024 20:39:30.000.002.905                         16.4739                        -16.7969                        -3.13417
18-04-2024 20:40:29.999.999.329                         13.0472                        -21.0142                       -0.752466
18-04-2024 20:41:29.999.995.753                         16.3258                         1.89928                         15.8669
18-04-2024 20:42:30.000.002.235                         19.4307                        -8.14837                         8.80019
18-04-2024 20:43:29.999.998.658                         20.6204                        -5.54353                         8.66683
18-04-2024 20:44:29.999.995.082                         19.6339                        -11.1348                         6.57046
18-04-2024 20:45:30.000.001.564                         20.5705                        -14.0583                         4.64879
18-04-2024 20:46:29.999.997.988                         20.3119                        -14.6051                         2.78880
18-04-2024 20:47:30.000.004.470                         20.3862                        -14.9915                         1.64578
18-04-2024 20:48:30.000.000.894                         20.6393                        -13.2701                         5.26895
18-04-2024 20:49:29.999.997.317                         19.3482                        -14.7580                         5.27866
18-04-2024 20:50:30.000.003.799                         17.9179                        -18.0235                         2.88083
18-04-2024 20:51:30.000.000.223                         18.5232                        -17.0848                         5.02753
18-04-2024 20:52:29.999.996.647                         21.5958                        -13.8197                        -3.24000
18-04-2024 20:53:30.000.003.129                         19.8490                        -13.1069                        -8.32626
18-04-2024 20:54:29.999.999.552                         19.5352                        -14.2115                         5.40936
18-04-2024 20:55:29.999.995.976                         14.9857                        -11.7138                         13.6208
18-04-2024 20:56:30.000.002.458                         11.9523                        -10.9672                         16.8131
18-04-2024 20:57:29.999.998.882                         7.51394                        -7.21344                         20.7126
18-04-2024 20:58:29.999.995.306                         16.1320                        -12.8083                         11.0301
18-04-2024 20:59:30.000.001.788                         13.4453                        -14.6232                         11.0696
18-04-2024 21:00:29.999.998.211                         15.2444                        -11.7776                         12.6058
18-04-2024 21:01:30.000.004.693                         17.1101                        -11.6547                         10.2270
18-04-2024 21:02:30.000.001.117                         17.4048                        -15.1269                        0.643198
18-04-2024 21:03:29.999.997.541                         14.2840                        -16.0914                         8.94687
18-04-2024 21:04:30.000.004.023                         16.9233                        -13.1727                        -6.78688
18-04-2024 21:05:30.000.000.447                         14.5968                        -18.1095                       -0.559645
18-04-2024 21:06:29.999.996.870                         15.4969                        -16.1308                         1.58295
18-04-2024 21:07:30.000.003.352                         12.7611                        -8.82781                         19.2063
18-04-2024 21:08:29.999.999.776                         13.9942                        -10.8929                         16.5200
18-04-2024 21:09:29.999.996.200                         6.38160                         2.37693                         22.2142
18-04-2024 21:10:30.000.002.682                        -3.31699                         18.4222                         15.5995
18-04-2024 21:11:29.999.999.105                         2.48455                         11.1483                         22.0706
18-04-2024 21:12:29.999.995.529                         2.91115                         2.51254                         24.5147
18-04-2024 21:13:30.000.002.011                         11.1527                        0.451502                         21.8449
18-04-2024 21:14:29.999.998.435                         13.9291                        -2.02908                         20.0177
18-04-2024 21:15:30.000.004.917                         13.6632                         8.89861                         18.5550
18-04-2024 21:16:30.000.001.341                         13.6911                         3.22936                         20.8030
18-04-2024 21:17:29.999.997.764                         17.3264                         7.15580                         16.3917
18-04-2024 21:18:30.000.004.246                         14.1484                         8.14276                         19.6150
18-04-2024 21:19:30.000.000.670                         17.4570                         8.27628                         16.4219
18-04-2024 21:20:29.999.997.094                         17.8247                         3.02006                         15.9567
18-04-2024 21:21:30.000.003.576                         21.6862                         4.39520                         14.1399
18-04-2024 21:22:30.000.000.000                         9.00963                        -11.0714                         23.2448
18-04-2024 21:23:29.999.996.423                         8.19424                        -10.2595                         22.9803
18-04-2024 21:24:30.000.002.905                         18.3329                        -7.91678                         17.1113
18-04-2024 21:25:29.999.999.329                         18.8643                        -16.0330                         7.78103
18-04-2024 21:26:29.999.995.753                         15.8105                        -11.4227                         19.6816
18-04-2024 21:27:30.000.002.235                         21.7800                        -1.90228                         15.2779
18-04-2024 21:28:29.999.998.658                         21.6793                        -6.20311                         14.0060
18-04-2024 21:29:29.999.995.082                         10.7285                        -7.41993                         23.3854
18-04-2024 21:30:30.000.001.564                         10.8696                        -13.9118                         21.0956
18-04-2024 21:31:29.999.997.988                         9.01205                        -11.2429                         23.6804
18-04-2024 21:32:30.000.004.470                         11.6924                        -16.9265                         21.1972
18-04-2024 21:33:30.000.000.894                         11.5796                        -9.83811                         25.1251
18-04-2024 21:34:29.999.997.317                         18.7421                        -18.0711                        -1.02664
18-04-2024 21:35:30.000.003.799                         16.1792                        -19.6887                         5.34338
18-04-2024 21:36:30.000.000.223                         21.2321                        -13.7797                         5.37606
18-04-2024 21:37:29.999.996.647                         17.2542                        -16.7137                         10.0362
18-04-2024 21:38:30.000.003.129                         6.70114                        -24.0885                         11.0945
18-04-2024 21:39:29.999.999.552                         22.5935                        -6.06008                         13.7396
18-04-2024 21:40:29.999.995.976                         23.4881                         1.67523                         10.5042
18-04-2024 21:41:30.000.002.458                         14.1940                        -19.4485                         10.0238
18-04-2024 21:42:29.999.998.882                         16.1363                        -7.40585                         18.5850
18-04-2024 21:43:29.999.995.306                         19.3991                        -10.5198                         12.2933
18-04-2024 21:44:30.000.001.788                         18.7912                        -8.72389                         14.7913
18-04-2024 21:45:29.999.998.211                         14.4554                        -12.5893                         16.9876
18-04-2024 21:46:30.000.004.693                         9.45142                        -15.0682                         20.7992
18-04-2024 21:47:30.000.001.117                         18.7647                         2.58603                         17.9573
18-04-2024 21:48:29.999.997.541                         22.2145                         1.93967                         14.0781
18-04-2024 21:49:30.000.004.023                         22.7505                        -4.79817                         13.4209
18-04-2024 21:50:30.000.000.447                         20.1942                        -10.2753                         18.0485
18-04-2024 21:51:29.999.996.870                         27.0766                        -4.75130                         6.61018
18-04-2024 21:52:30.000.003.352                         26.9121                        -8.18715                         4.08051
18-04-2024 21:53:29.999.999.776                         27.2976                        -5.63539                         8.05166
18-04-2024 21:54:29.999.996.200                         26.0587                         4.69758                         13.4004
18-04-2024 21:55:30.000.002.682                         29.0018                         8.00446                         6.85556
18-04-2024 21:56:29.999.999.105                         19.9126                        -17.9578                         14.2431
18-04-2024 21:57:29.999.995.529                         17.4283                        -16.3276                         16.1309
18-04-2024 21:58:30.000.002.011                         25.9982                        -11.4994                        -6.73053
18-04-2024 21:59:29.999.998.435                         21.0753                        -15.5210                        0.207758
18-04-2024 22:00:30.000.004.917                         15.2445                        -14.3659                         18.7621
18-04-2024 22:01:30.000.001.341                         18.8622                        -14.2025                         14.6388
18-04-2024 22:02:29.999.997.764                         17.7879                        -18.4969                         13.2466
18-04-2024 22:03:30.000.004.246                         17.6172                        -19.8103                         5.61333
18-04-2024 22:04:30.000.000.670                         16.2031                        -21.5702                        -1.47315
18-04-2024 22:05:29.999.997.094                         7.52664                        -26.3976                         4.57557
18-04-2024 22:06:30.000.003.576                         8.44946                        -26.2195                       -0.175274
18-04-2024 22:07:30.000.000.000                         21.4480                        -15.8904                        -2.95377
18-04-2024 22:08:29.999.996.423                         24.4624                        -1.25961                         11.0358
18-04-2024 22:09:30.000.002.905                         20.0260                        -13.9555                         11.7855
18-04-2024 22:10:29.999.999.329                         22.0799                         5.80605                         17.7939
18-04-2024 22:11:29.999.995.753                         14.9869                        -3.51714                         22.8615
18-04-2024 22:12:30.000.002.235                         19.5784                        -20.0987                        0.413648
18-04-2024 22:13:29.999.998.658                         20.4328                        -17.1178                         8.60384
18-04-2024 22:14:29.999.995.082                         12.1945                        -21.6533                         12.6302
18-04-2024 22:15:30.000.001.564                         19.4556                        -21.1637                        -2.74515
18-04-2024 22:16:29.999.997.988                         15.3858                        -23.2458                         5.93197
18-04-2024 22:17:30.000.004.470                         14.8219                        -24.6799                         5.42931
18-04-2024 22:18:30.000.000.894                         6.59383                        -28.2689                        -3.33148
18-04-2024 22:19:29.999.997.317                         8.73974                        -27.4610                        -3.60514
18-04-2024 22:20:30.000.003.799                         11.2855                        -27.0509                        -4.59049
18-04-2024 22:21:30.000.000.223                         6.10987                        -27.0648                        -9.03748
18-04-2024 22:22:29.999.996.647                         2.50583                        -26.6746                        -10.5328
18-04-2024 22:23:30.000.003.129                        0.475379                        -22.2131                        -18.8620
18-04-2024 22:24:29.999.999.552                         1.27601                        -25.5188                        -14.2767
18-04-2024 22:25:29.999.995.976                         2.97516                        -28.8661                       -0.869419
18-04-2024 22:26:30.000.002.458                         2.31086                        -29.4833                        0.520365
18-04-2024 22:27:29.999.998.882                         2.84438                        -28.8104                         1.47343
18-04-2024 22:28:29.999.995.306                         4.74323                        -29.5455                        -1.31962
18-04-2024 22:29:30.000.001.788                         8.28220                        -28.3569                        -3.34808
18-04-2024 22:30:29.999.998.211                         7.34522                        -28.8243                         1.75145
18-04-2024 22:31:30.000.004.693                         8.28882                        -27.0381                         5.92382
18-04-2024 22:32:30.000.001.117                         5.46733                        -28.3595                         2.27213
18-04-2024 22:33:29.999.997.541                         6.36717                        -28.9678                        0.117166
18-04-2024 22:34:30.000.004.023                         7.60728                        -27.9816                         2.99943
18-04-2024 22:35:30.000.000.447                         3.69713                        -29.1120                         1.44337
18-04-2024 22:36:29.999.996.870                         4.06736                        -28.6977                         1.79762
18-04-2024 22:37:30.000.003.352                         6.24731                        -26.6384                        -7.57500
18-04-2024 22:38:29.999.999.776                         8.79941                        -21.9850                        -15.4616
18-04-2024 22:39:29.999.996.200                         6.80662                        -28.7815                         3.77285
18-04-2024 22:40:30.000.002.682                         6.39768                        -28.4766                         7.19062
18-04-2024 22:41:29.999.999.105                         9.56267                        -28.0201                        -2.09289
18-04-2024 22:42:29.999.995.529                         9.87572                        -25.1140                        -10.6975
18-04-2024 22:43:30.000.002.011                         7.32615                        -27.0296                         8.27600
18-04-2024 22:44:29.999.998.435                         10.1860                        -27.3623                       -0.165668
18-04-2024 22:45:30.000.004.917                         10.3612                        -26.8382                        0.593977
18-04-2024 22:46:30.000.001.341                         3.31627                        -26.9638                        -10.3707
18-04-2024 22:47:29.999.997.764                       -0.411818                        -25.8881                        -11.5479
18-04-2024 22:48:30.000.004.246                        -4.80878                        -27.3648                        -7.81296
18-04-2024 22:49:30.000.000.670                         2.17459                        -26.8594                        -7.43186
18-04-2024 22:50:29.999.997.094                        0.561581                        -28.2422                        -4.34255
18-04-2024 22:51:30.000.003.576                         2.29541                        -26.6146                        -9.86585
18-04-2024 22:52:30.000.000.000                       -0.463891                        -26.3472                        -12.3169
18-04-2024 22:53:29.999.996.423                         1.21403                        -21.2937                        -18.4115
18-04-2024 22:54:30.000.002.905                        -1.00560                        -22.4189                        -17.4526
18-04-2024 22:55:29.999.999.329                         1.19388                        -19.4221                        -20.8375
18-04-2024 22:56:29.999.995.753                         8.02483                        -21.0139                        -17.5078
18-04-2024 22:57:30.000.002.235                         4.86449                        -23.6955                        -14.8435
18-04-2024 22:58:29.999.998.658                         5.96364                        -26.9484                        -5.88756
18-04-2024 22:59:29.999.995.082                         7.27870                        -23.9801                        -12.8506
18-04-2024 23:00:30.000.001.564                         3.21303                        -9.19447                        -26.5947
18-04-2024 23:01:29.999.997.988                         13.1575                        -24.0192                        -6.70006
18-04-2024 23:02:30.000.004.470                         18.6935                        -21.3142                        -1.62263
18-04-2024 23:03:30.000.000.894                         10.0079                        -27.0990                       -0.747362
18-04-2024 23:04:29.999.997.317                         15.8624                        -23.8848                        -3.52308
18-04-2024 23:05:30.000.003.799                         21.0052                        -16.3934                        -10.2404
18-04-2024 23:06:30.000.000.223                         14.8223                        -24.9469                         4.86672
18-04-2024 23:07:29.999.996.647                         16.9155                        -20.8363                        -11.1248
18-04-2024 23:08:30.000.003.129                         8.97201                        -27.3063                        -1.08665
18-04-2024 23:09:29.999.999.552                         14.3232                        -24.6600                        -7.47944
18-04-2024 23:10:29.999.995.976                         15.2062                        -22.3710                        -9.96918
18-04-2024 23:11:30.000.002.458                         16.0260                        -23.5217                        -6.19973
18-04-2024 23:12:29.999.998.882                         14.4304                        -23.9734                        -9.14676
18-04-2024 23:13:29.999.995.306                         14.7244                        -22.1788                        -13.1979
18-04-2024 23:14:30.000.001.788                         14.5232                        -23.7296                        -9.02456
18-04-2024 23:15:29.999.998.211                         12.9423                        -21.4755                        -13.4250
18-04-2024 23:16:30.000.004.693                         13.0769                        -21.0998                        -14.0761
18-04-2024 23:17:30.000.001.117                         12.3859                        -20.5658                        -15.6321
18-04-2024 23:18:29.999.997.541                         10.2851                        -20.5576                        -16.7382
18-04-2024 23:19:30.000.004.023                         11.0863                        -20.9695                        -15.2808
18-04-2024 23:20:30.000.000.447                         10.5911                        -20.2817                        -16.1413
18-04-2024 23:21:29.999.996.870                         11.1473                        -20.0089                        -16.2419
18-04-2024 23:22:30.000.003.352                         9.84748                        -20.0321                        -17.0403
18-04-2024 23:23:29.999.999.776                         9.70727                        -18.3546                        -19.1515
18-04-2024 23:24:29.999.996.200                         11.9877                        -16.4668                        -19.2772
18-04-2024 23:25:30.000.002.682                         10.4526                        -14.2985                        -21.6284
18-04-2024 23:26:29.999.999.105                         13.6708                        -20.6946                        -14.8343
18-04-2024 23:27:29.999.995.529                         15.8554                        -19.1775                        -15.2106
18-04-2024 23:28:30.000.002.011                         17.0718                        -20.7660                        -10.4727
18-04-2024 23:29:29.999.998.435                         12.1094                        -20.8723                        -15.0527
18-04-2024 23:30:30.000.004.917                         14.5488                        -19.0254                        -15.5508
18-04-2024 23:31:30.000.001.341                         17.8641                        -23.3390                        -10.1027
18-04-2024 23:32:29.999.997.764                         16.9446                        -23.7024                        -10.8781
18-04-2024 23:33:30.000.004.246                         16.4682                        -23.8195                        -9.96247
18-04-2024 23:34:30.000.000.670                         17.0275                        -22.1750                        -10.8943
18-04-2024 23:35:29.999.997.094                         18.8069                        -22.1130                        -7.36349
18-04-2024 23:36:30.000.003.576                         16.2324                        -24.5946                        -5.05593
18-04-2024 23:37:29.999.999.999                         15.6645                        -23.8154                        -7.19381
18-04-2024 23:38:29.999.996.423                         15.9154                        -25.1260                        -4.22556
18-04-2024 23:39:30.000.002.905                         15.9186                        -25.0887                        0.719293
18-04-2024 23:40:29.999.999.329                         17.4535                        -23.5900                         1.12430
18-04-2024 23:41:29.999.995.753                         19.7212                        -17.5462                        -12.2212
18-04-2024 23:42:30.000.002.235                        -2.77120                        -23.5072                         17.8352
18-04-2024 23:43:29.999.998.658                         14.6549                        -23.5458                        -8.85170
18-04-2024 23:44:29.999.995.082                         2.67698                        -28.9460                         7.38195
18-04-2024 23:45:30.000.001.564                         4.10447                        -29.6323                         2.68817
18-04-2024 23:46:29.999.997.988                         5.02881                        -27.7404                        -3.83448
18-04-2024 23:47:30.000.004.470                         7.47197                        -27.9183                        -4.99450
18-04-2024 23:48:30.000.000.894                         6.15268                        -28.0553                        -3.23166
18-04-2024 23:49:29.999.997.317                         5.42921                        -28.2854                        -3.56689
18-04-2024 23:50:30.000.003.799                         8.68466                        -27.3479                         4.71213
18-04-2024 23:51:30.000.000.223                         7.65188                        -28.1105                         5.57207
18-04-2024 23:52:29.999.996.647                         9.71293                        -27.4558                         2.28059
18-04-2024 23:53:30.000.003.129                         10.6057                        -27.3080                        0.784730
18-04-2024 23:54:29.999.999.552                         8.57051                        -28.0456                         2.94704
18-04-2024 23:55:29.999.995.976                         8.65525                        -27.8932                         2.78232
18-04-2024 23:56:30.000.002.458                         11.9273                        -27.1602                         1.32243
18-04-2024 23:57:29.999.998.882                         11.1974                        -27.2663                         2.81747
18-04-2024 23:58:29.999.995.306                         13.6911                        -26.4647                        -3.34878
18-04-2024 23:59:30.000.001.788                         12.1739                        -26.3925                        -6.05684
19-04-2024 00:00:29.999.998.211                         11.6299                        -26.5632                        -2.50699
19-04-2024 00:01:30.000.004.693                         13.4538                        -25.0535                        -6.99038
19-04-2024 00:02:30.000.001.117                         12.7092                        -25.2137                        -7.01949
19-04-2024 00:03:29.999.997.541                         13.7951                        -24.2965                        -6.50700
19-04-2024 00:04:30.000.004.023                         13.1228                        -25.1677                        -6.00564
19-04-2024 00:05:30.000.000.447                         11.4678                        -25.0513                        -9.20015
19-04-2024 00:06:29.999.996.870                         14.1575                        -24.5227                        -6.52128
19-04-2024 00:07:30.000.003.352                         12.5119                        -24.9028                        -9.13036
19-04-2024 00:08:29.999.999.776                         11.2655                        -24.1735                        -11.8029
19-04-2024 00:09:29.999.996.200                         12.5132                        -24.9860                        -8.01932
19-04-2024 00:10:30.000.002.682                         10.5522                        -27.0377                        -4.96120
19-04-2024 00:11:29.999.999.105                         11.1248                        -27.0646                        -3.61143
19-04-2024 00:12:29.999.995.529                         12.2054                        -25.3370                        -6.46484
19-04-2024 00:13:30.000.002.011                         14.8866                        -24.1902                        -7.24061
19-04-2024 00:14:29.999.998.435                         17.5890                        -22.5648                        -6.68877
19-04-2024 00:15:30.000.004.917                         13.9063                        -25.1265                        -5.71433
19-04-2024 00:16:30.000.001.341                         20.3961                        -16.4037                        -12.2254
19-04-2024 00:17:29.999.997.764                         21.6400                        -12.8766                        -14.6257
19-04-2024 00:18:30.000.004.246                         20.0745                        -15.1149                        -14.9196
19-04-2024 00:19:30.000.000.670                         20.2234                        -16.4191                        -12.2421
19-04-2024 00:20:29.999.997.094                         19.5866                        -19.7972                        -7.77055
19-04-2024 00:21:30.000.003.576                         17.7514                        -18.5611                        -12.8487
19-04-2024 00:22:30.000.000.000                         15.8946                        -17.5311                        -15.2631
19-04-2024 00:23:29.999.996.423                         16.5387                        -21.8900                        -5.61492
19-04-2024 00:24:30.000.002.905                         17.9637                        -14.4598                        -13.5297
19-04-2024 00:25:29.999.999.329                         18.5221                        -16.5076                        -11.1249
19-04-2024 00:26:29.999.995.753                         14.4055                        -19.9727                        -13.1196
19-04-2024 00:27:30.000.002.235                         13.7133                        -20.6889                        -12.8974
19-04-2024 00:28:29.999.998.658                         17.9448                        -17.8729                        -11.2393
19-04-2024 00:29:29.999.995.082                         18.5891                        -17.2963                        -11.2763
19-04-2024 00:30:30.000.001.564                         16.9709                        -18.1987                        -11.5993
19-04-2024 00:31:29.999.997.988                         18.1622                        -17.4750                        -11.1615
19-04-2024 00:32:30.000.004.470                         13.6941                        -21.1588                        -8.45181
19-04-2024 00:33:30.000.000.894                         17.5797                        -18.8478                        -8.16778
19-04-2024 00:34:29.999.997.317                         18.4135                        -18.3559                        -6.17568
19-04-2024 00:35:30.000.003.799                         16.2234                        -20.7263                         2.84166
19-04-2024 00:36:30.000.000.223                         10.3517                        -17.5191                         12.0669
19-04-2024 00:37:29.999.996.647                         14.1686                        -16.0830                        -11.8528
19-04-2024 00:38:30.000.003.129                         15.4269                        -16.4234                        -3.95554
19-04-2024 00:39:29.999.999.552                         13.1810                        -15.8694                        -4.58138
19-04-2024 00:40:29.999.995.976                         10.9384                        -18.5522                         1.66999
19-04-2024 00:41:30.000.002.458                         11.3954                        -16.2733                         9.61397
19-04-2024 00:42:29.999.998.882                         5.91094                        -14.0286                         13.4040
19-04-2024 00:43:29.999.995.306                         11.2896                        -22.3391                         3.46249
19-04-2024 00:44:30.000.001.788                         10.2186                        -18.5125                         7.43513
19-04-2024 00:45:29.999.998.211                         10.5688                        -22.2385                         4.27899
19-04-2024 00:46:30.000.004.693                         14.3528                        -21.5284                        -1.91735
19-04-2024 00:47:30.000.001.117                         13.3242                        -22.5608                        0.249862
19-04-2024 00:48:29.999.997.541                         7.44804                        -13.6180                         17.3262
19-04-2024 00:49:30.000.004.023                         2.19704                        -6.54863                         20.4704
19-04-2024 00:50:30.000.000.447                         16.1566                        -19.7914                        -1.36104
19-04-2024 00:51:29.999.996.870                         17.4494                        -17.9764                         6.27460
19-04-2024 00:52:30.000.003.352                         18.5005                        -17.6719                        -5.48428
19-04-2024 00:53:29.999.999.776                         11.6298                        -18.4439                        -11.7545
19-04-2024 00:54:29.999.996.200                         16.5620                        -17.4113                        -7.20827
19-04-2024 00:55:30.000.002.682                         16.3520                        -18.4050                        -7.98443
19-04-2024 00:56:29.999.999.105                         7.28676                        -23.1546                        -5.65082
19-04-2024 00:57:29.999.995.529                         3.01834                        -25.6627                        -5.15099
19-04-2024 00:58:30.000.002.011                         7.13159                        -23.5358                        -9.62838
19-04-2024 00:59:29.999.998.435                         15.0024                        -17.7475                        -11.6965
19-04-2024 01:00:30.000.004.917                         12.4636                        -20.7868                        -9.29608
19-04-2024 01:01:30.000.001.341                         8.57076                        -20.4357                        -14.6516
19-04-2024 01:02:29.999.997.764                         7.89208                        -15.8893                        -18.6296
19-04-2024 01:03:30.000.004.246                         9.27404                        -19.4829                        -12.5826
19-04-2024 01:04:30.000.000.670                         9.60086                        -17.0436                        -16.1852
19-04-2024 01:05:29.999.997.094                         10.9567                        -18.8452                        -14.0199
19-04-2024 01:06:30.000.003.576                         15.1411                        -18.5297                        -10.4374
19-04-2024 01:07:30.000.000.000                         17.3303                        -20.1609                        -1.99198
19-04-2024 01:08:29.999.996.423                         17.3545                        -20.0118                        -7.58882
19-04-2024 01:09:30.000.002.905                         13.8240                        -22.6740                        -2.29368
19-04-2024 01:10:29.999.999.329                         16.4824                        -20.0647                        -7.53442
19-04-2024 01:11:29.999.995.753                         17.4768                        -15.2688                        -13.1687
19-04-2024 01:12:30.000.002.235                         16.4528                        -15.4500                        -13.6199
19-04-2024 01:13:29.999.998.658                         5.92002                        -21.4767                         11.3657
19-04-2024 01:14:29.999.995.082                         17.2744                        -13.6312                        -13.1624
19-04-2024 01:15:30.000.001.564                         17.7531                        -14.5904                        -12.8662
19-04-2024 01:16:29.999.997.988                         15.2807                        -19.9112                        -6.75457
19-04-2024 01:17:30.000.004.470                         16.7124                        -14.0818                        -12.8220
19-04-2024 01:18:30.000.000.894                         16.7563                        -13.4371                        -11.9792
19-04-2024 01:19:29.999.997.317                         18.3529                        -13.0789                         6.48913
19-04-2024 01:20:30.000.003.799                         19.2036                        -13.7633                        -3.30703
19-04-2024 01:21:30.000.000.223                         20.8731                        -10.4188                        -6.52727
19-04-2024 01:22:29.999.996.647                         22.0077                        -10.9923                        -2.38869
19-04-2024 01:23:30.000.003.129                         22.2188                        -10.8331                        -3.13380
19-04-2024 01:24:29.999.999.552                         21.6753                        -11.4881                        -6.91645
19-04-2024 01:25:29.999.995.976                         24.4958                        -3.85745                        -4.30654
19-04-2024 01:26:30.000.002.458                         25.1303                         1.68308                        -2.56976
19-04-2024 01:27:29.999.998.882                         7.71948                        -22.5234                        -8.72127
19-04-2024 01:28:29.999.995.306                         4.63551                        -23.4369                        -6.04507
19-04-2024 01:29:30.000.001.788                         3.66374                        -23.5378                        -6.81223
19-04-2024 01:30:29.999.998.211                         5.50834                        -24.3454                        -5.88346
19-04-2024 01:31:30.000.004.693                         7.36622                        -24.6858                        -3.92980
19-04-2024 01:32:30.000.001.117                         13.5994                        -24.1545                        -3.99564
19-04-2024 01:33:29.999.997.541                         23.3341                         2.94603                         12.8739
19-04-2024 01:34:30.000.004.023                         22.4919                        -3.04434                         14.1403
19-04-2024 01:35:30.000.000.447                         22.6881                        -4.63219                         14.1403
19-04-2024 01:36:29.999.996.870                         19.6683                        -6.88818                         15.2848
19-04-2024 01:37:30.000.003.352                         15.2307                        -7.50029                         17.9849
19-04-2024 01:38:29.999.999.776                         22.5149                         6.36836                         5.44833
19-04-2024 01:39:29.999.996.200                         17.9190                        -5.74577                         12.3825
19-04-2024 01:40:30.000.002.682                         10.1094                        -6.18489                         19.8836
19-04-2024 01:41:29.999.999.105                         15.3247                        -8.71331                         11.7693
19-04-2024 01:42:29.999.995.529                         12.7180                        -17.2923                        0.402765
19-04-2024 01:43:30.000.002.011                         15.2046                        -14.2905                        -2.25324
19-04-2024 01:44:29.999.998.435                         13.4980                        -11.4642                        -14.9448
19-04-2024 01:45:30.000.004.917                         12.8336                        -7.91993                        -17.8857
19-04-2024 01:46:30.000.001.341                         16.1423                        -7.00528                        -15.7900
19-04-2024 01:47:29.999.997.764                         12.9992                        -8.94689                        -18.1754
19-04-2024 01:48:30.000.004.246                         12.5216                        -7.99864                        -19.7341
19-04-2024 01:49:30.000.000.670                         12.4211                        -1.44978                        -18.1161
19-04-2024 01:50:29.999.997.094                         14.0621                        -4.78532                        -15.8149
19-04-2024 01:51:30.000.003.576                        -2.32324                        -8.76054                         15.0877
19-04-2024 01:52:30.000.000.000                        0.300046                        -15.0404                         13.0379
19-04-2024 01:53:29.999.996.423                        -5.73117                        -4.72291                         18.3795
19-04-2024 01:54:30.000.002.905                         1.46612                        -11.3681                         17.1107
19-04-2024 01:55:29.999.999.329                       -0.754649                        -9.62545                         17.0317
19-04-2024 01:56:29.999.995.753                         7.21526                        -16.9476                         8.74569
19-04-2024 01:57:30.000.002.235                         6.26645                        -18.6216                         7.56227
19-04-2024 01:58:29.999.998.658                         9.66789                        -16.3800                         9.08235
19-04-2024 01:59:29.999.995.082                         10.9696                        -18.2375                         7.50028
19-04-2024 02:00:30.000.001.564                         9.94897                        -18.7238                         5.23941
19-04-2024 02:01:29.999.997.988                         7.65788                        -20.2522                        0.800469
19-04-2024 02:02:30.000.004.470                        0.906612                        -9.19912                       -0.710664
19-04-2024 02:03:30.000.000.894                         11.2344                        -17.9255                        -1.99582
19-04-2024 02:04:29.999.997.317                        -4.06429                         13.3631                         6.65454
19-04-2024 02:05:30.000.003.799                        -7.37195                         14.0396                         5.71622
19-04-2024 02:06:30.000.000.223                        -10.5886                         16.9162                         10.6336
19-04-2024 02:07:29.999.996.647                        -9.63444                         17.5906                         12.5881
19-04-2024 02:08:30.000.003.129                        -9.47384                         13.5190                         16.2054
19-04-2024 02:09:29.999.999.552                        -9.74135                         6.49008                         17.5283
19-04-2024 02:10:29.999.995.976                        -6.64044                         7.98991                         19.8781
19-04-2024 02:11:30.000.002.458                        -5.71668                         3.78097                         19.4653
19-04-2024 02:12:29.999.998.882                        -5.96094                         3.29584                         19.9969
19-04-2024 02:13:29.999.995.306                         6.85078                        -7.64486                         10.9968
19-04-2024 02:14:30.000.001.788                        -15.0843                        -2.37042                         13.3890
19-04-2024 02:15:29.999.998.211                        -5.41850                        -11.3948                         16.7460
19-04-2024 02:16:30.000.004.693                        0.565427                        -11.9546                         15.9586
19-04-2024 02:17:30.000.001.117                     -0.00851502                        -8.63309                         13.6736
19-04-2024 02:18:29.999.997.541                        -1.67752                         7.81802                         18.0485
19-04-2024 02:19:30.000.004.023                       -0.176198                         5.18578                         21.2374
19-04-2024 02:20:30.000.000.447                        -1.91929                         14.7627                         16.9479
19-04-2024 02:21:29.999.996.870                        -7.08756                         16.6539                         11.6635
19-04-2024 02:22:30.000.003.352                        -7.17021                         17.1326                         11.4456
19-04-2024 02:23:29.999.999.776                        -7.10155                         12.4189                         14.1390
19-04-2024 02:24:29.999.996.200                        -1.89283                         5.15435                         13.0530
19-04-2024 02:25:30.000.002.682                         9.49846                        -16.3890                         1.60504
19-04-2024 02:26:29.999.999.105                         14.4478                        -10.0536                       -0.947427
19-04-2024 02:27:29.999.995.529                         14.1835                        -12.5411                        -5.20945
